sample_ID,site,timestamp,pCH4_uatm,CH4_uM,CH4_notes,pCO2_uatm,CO2_uM,CO2_notes,pN2O_uatm,N2O_uM,N2O_notes
MCRA.SS.20180424,MCRA,4/24/2018 15:50,4.89,0.012,,693,46.1,,0.538,0.028,
MCRA.SS.20180501,MCRA,5/1/2018 16:10,0.01,0,BDL,783,52.5,,0.658,0.035,
MCRA.SS.20180516,MCRA,5/16/2018 15:39,0.02,0,,651,40.4,,0.762,0.037,
MCRA.SS.20180522,MCRA,5/22/2018 17:50,2.57,0.006,,1204,73.7,,2.431,0.116,
MCRA.SS.20180621,MCRA,6/21/2018 15:30,2.12,0.005,,893,51,,0.525,0.023,
MCRA.SS.20180626,MCRA,6/26/2018 17:43,1.45,0.003,,762,43.4,,0.651,0.029,
MCRA.SS.20180724,MCRA,7/24/2018 16:18,1.8,0.004,,1212,63.6,,0.861,0.034,
MCRA.SS.20180828,MCRA,8/28/2018 17:30,1.72,0.004,,995,53,,0.419,0.017,
MCRA.SS.20180925,MCRA,9/25/2018 18:13,1.01,0.002,,1009,58.2,,0.642,0.029,
MCRA.SS.20181023,MCRA,10/23/2018 17:47,12.67,0.029,,2408,141.7,,2.326,0.106,
MCRA.SS.20181030,MCRA,10/30/2018 15:50,1.88,0.004,,1613,97.4,,0.72,0.034,
MCRA.SS.20181113,MCRA,11/13/2018 16:45,2.14,0.005,,798,51.8,,0.352,0.018,
MCRA.SS.20181127,MCRA,11/27/2018 19:00,0.85,0.002,,548,35,,0.25,0.012,
MCRA.SS.20181206,MCRA,12/6/2018 18:05,1.31,0.003,,467,32.9,,0.249,0.014,
MCRA.SS.20181213,MCRA,12/13/2018 16:39,2.21,0.005,,813,53.3,,0.334,0.017,
MCRA.SS.20181218,MCRA,12/18/2018 19:06,1.5,0.004,,688,44.7,,2.175,0.11,
MCRA.SS.20190115,MCRA,1/15/2019 18:40,0.01,0,BDL,546,36.7,,0.832,0.044,
MCRA.SS.20190123,MCRA,1/23/2019 16:55,0.28,0.001,,532,34.6,,0.314,0.016,
MCRA.SS.20190129,MCRA,1/29/2019 19:34,2.53,0.006,,470,30.7,,0.312,0.016,
MCRA.SS.20190206,MCRA,2/6/2019 16:18,0.1,0,,478,33.4,,0.395,0.022,
MCRA.SS.20190418,MCRA,4/18/2019 16:40,0.6,0.001,,419,27.8,,0.227,0.012,
MCRA.SS.20190423,MCRA,4/23/2019 15:24,0.84,0.002,,259,17.2,,0.201,0.01,
MCRA.SS.20190501,MCRA,5/1/2019 15:29,1.39,0.004,,435,29.4,,0.431,0.023,
MCRA.SS.20190514,MCRA,5/14/2019 16:25,0.01,0,BDL,504,32,,0.217,0.011,
MCRA.SS.20190521,MCRA,5/21/2019 16:35,0.07,0,,373,24.3,,0.418,0.021,
MCRA.SS.20190530,MCRA,5/30/2019 16:15,1.59,0.004,,668,40.9,,0.364,0.017,
MCRA.SS.20190611,MCRA,6/11/2019 16:15,2.08,0.005,,637,36.9,,0.44,0.02,
MCRA.SS.20190620,MCRA,6/20/2019 15:16,0.18,0,,602,35.1,,0.393,0.018,
MCRA.SS.20190625,MCRA,6/25/2019 16:14,0.01,0,BDL,681,40.2,,0.353,0.016,
MCRA.SS.20190709,MCRA,7/9/2019 15:41,1.76,0.004,,1107,62.3,,0.661,0.029,
MCRA.SS.20190723,MCRA,7/23/2019 16:36,1.44,0.003,,1136,60.7,,0.359,0.015,
MCRA.SS.20190801,MCRA,8/1/2019 17:04,0.01,0,BDL,1157,60.5,,0.581,0.023,
MCRA.SS.20190806,MCRA,8/6/2019 16:01,1.02,0.002,,1264,64.6,,0.57,0.022,
MCRA.SS.20190820,MCRA,8/20/2019 15:45,0.96,0.002,,1590,83.8,,0.477,0.019,
MCRA.SS.20190827,MCRA,8/27/2019 15:31,2.23,0.005,,1190,62.6,,0.427,0.017,
MCRA.SS.20190924,MCRA,9/24/2019 17:01,2.14,0.005,,1444,79.5,,0.795,0.034,
MCRA.SS.20191022,MCRA,10/22/2019 15:20,2.34,0.005,,912,54.5,,0.515,0.024,
MCRA.SS.20191105,MCRA,11/5/2019 16:55,2.1,0.005,,589,37.2,,0.679,0.033,
MCRA.SS.20191121,MCRA,11/21/2019 17:12,2.22,0.005,,713,46.7,,0.391,0.02,
MCRA.SS.20191126,MCRA,11/26/2019 17:05,2.59,0.007,,595,41,,0.464,0.025,
MCRA.SS.20191205,MCRA,12/5/2019 16:01,0.05,0,,699,48.8,,0.657,0.036,
MCRA.SS.20191212,MCRA,12/12/2019 17:34,5.5,0.014,,856,56.3,,0.643,0.033,
MCRA.SS.20191219,MCRA,12/19/2019 17:11,1.3,0.003,,702,47.6,,0.342,0.018,
MCRA.SS.20200128,MCRA,1/28/2020 18:27,0.99,0.002,,883,58.5,,0.445,0.023,
MCRA.SS.20200205,MCRA,2/5/2020 17:51,0.01,0,BDL,739,49.4,,0.296,0.016,
MCRA.SS.20200213,MCRA,2/13/2020 17:28,0.75,0.002,,427,28.7,,0.16,0.009,
MCRA.SS.20200220,MCRA,2/20/2020 18:12,3.63,0.009,,702,47.4,,0.345,0.018,
MCRA.SS.20200303,MCRA,3/3/2020 18:10,0.05,0,,836,55.7,,0.376,0.02,
MCRA.SS.20200312,MCRA,3/12/2020 17:48,0.22,0.001,,537,36.4,,0.357,0.019,
MCRA.SS.20200317,MCRA,3/17/2020 18:02,0.93,0.002,,716,49.4,,0.364,0.02,
MCRA.SS.20200707,MCRA,7/7/2020 19:10,0.29,0.001,,773,45.8,,0.472,0.022,
MCRA.SS.20200729,MCRA,7/29/2020 19:50,0.01,0,BDL,1610,89.1,,0.609,0.026,
MCRA.SS.20200804,MCRA,8/4/2020 18:33,6.97,0.015,,1426,76.2,,0.621,0.025,
MCRA.SS.20200819,MCRA,8/19/2020 23:30,0.66,0.001,,954,48.9,,0.295,0.012,
MCRA.SS.20200901,MCRA,9/1/2020 17:28,0.01,0,BDL,1111,60,,0.697,0.029,
OKSR.RE.20171010,OKSR,10/10/2017 19:27,93.99,0.262,,1263,96.8,,0.362,0.022,
OKSR.RE.20190514,OKSR,5/14/2019 18:39,296.99,0.828,,1133,86.8,,0.198,0.012,
OKSR.SS.20170523,OKSR,5/23/2017 10:57,66.62,0.174,,699,50,,0.213,0.012,
OKSR.SS.20170528,OKSR,5/28/2017 20:00,50.89,0.136,,660,48,,0.254,0.015,
OKSR.SS.20170606,OKSR,6/6/2017 21:36,45.03,0.105,,691,42.3,,0.257,0.012,
OKSR.SS.20170613,OKSR,6/13/2017 18:27,40.7,0.094,,894,53.8,,0.349,0.016,
OKSR.SS.20170620,OKSR,6/21/2017 6:43,45,0.098,,1109,61.9,,0.409,0.018,
OKSR.SS.20170711,OKSR,7/11/2017 19:09,63.2,0.131,,1519,80,,0.411,0.017,
OKSR.SS.20170718,OKSR,7/18/2017 20:25,73.09,0.142,,1110,53.7,,0.365,0.013,
OKSR.SS.20170725,OKSR,7/25/2017 18:24,62.77,0.139,,1387,79.3,,0.453,0.02,
OKSR.SS.20170801,OKSR,8/1/2017 17:56,57.38,0.126,,1366,77.2,,0.653,0.028,
OKSR.SS.20170808,OKSR,8/8/2017 20:59,63.67,0.132,,1231,64.7,,0.411,0.017,
OKSR.SS.20170815,OKSR,8/15/2017 19:05,58.95,0.146,,1007,66,,0.333,0.017,
OKSR.SS.20170822,OKSR,8/22/2017 21:44,42.98,0.098,,930,55.2,,0.369,0.017,
OKSR.SS.20170829,OKSR,8/29/2017 21:19,44.93,0.118,,748,52.9,,0.29,0.016,
OKSR.SS.20170905,OKSR,9/5/2017 18:10,40.32,0.105,,641,45.1,,1.101,0.061,
OKSR.SS.20170912,OKSR,9/12/2017 22:22,31.32,0.083,,723,51.4,,0.458,0.026,
OKSR.SS.20180515,OKSR,5/15/2018 20:26,100.25,0.277,,1256,95.2,,0.15,0.009,
OKSR.SS.20180522,OKSR,5/22/2018 18:50,76.52,0.217,,852,66.3,,0.384,0.024,
OKSR.SS.20180529,OKSR,5/29/2018 17:58,87.42,0.242,,729,55.3,,0.412,0.025,
OKSR.SS.20180605,OKSR,6/5/2018 18:15,49.22,0.127,,870,60.5,,0.726,0.04,
OKSR.SS.20180612,OKSR,6/12/2018 19:49,29.2,0.077,,454,32.2,,0.458,0.026,
OKSR.SS.20180619,OKSR,6/19/2018 17:44,40.08,0.1,,546,36.3,,0.257,0.013,
OKSR.SS.20180626,OKSR,6/26/2018 18:08,50.1,0.11,,782,44.1,,0.2,0.009,
OKSR.SS.20180703,OKSR,7/3/2018 18:32,55.04,0.114,,937,49.6,,0.557,0.023,
OKSR.SS.20180710,OKSR,7/10/2018 17:59,43.69,0.096,,681,38.6,,0.016,0.001,
OKSR.SS.20180717,OKSR,7/17/2018 18:01,73.19,0.173,,639,39.8,,0.354,0.017,
OKSR.SS.20180724,OKSR,7/24/2018 20:31,70.68,0.139,,1367,67.6,,0.411,0.015,
OKSR.SS.20180731,OKSR,7/31/2018 19:15,103.16,0.21,,1557,80.5,,0.423,0.017,
OKSR.SS.20180807,OKSR,8/7/2018 22:14,96.77,0.233,,1018,64.7,,0.442,0.022,
OKSR.SS.20180814,OKSR,8/14/2018 18:35,87.31,0.219,,1554,104.2,,0.606,0.032,
OKSR.SS.20180821,OKSR,8/21/2018 19:12,58.5,0.133,,722,42.7,,0.293,0.013,
OKSR.SS.20180828,OKSR,8/28/2018 18:05,85.41,0.208,,1109,71.4,,0.443,0.022,
OKSR.SS.20180911,OKSR,9/11/2018 18:36,68.46,0.163,,992,62.1,,1.159,0.057,
OKSR.SS.20180918,OKSR,9/18/2018 19:29,70.3,0.184,,903,64,,0.506,0.028,
OKSR.SS.20180925,OKSR,9/26/2018 6:15,115.4,0.321,,1058,81,,0.369,0.023,
OKSR.SS.20181002,OKSR,10/3/2018 1:18,83.59,0.222,,775,55.7,,0.296,0.017,
OKSR.SS.20181009,OKSR,10/10/2018 7:38,101.1,0.281,,1394,106.6,,0.288,0.018,
OKSR.SS.20181016,OKSR,10/16/2018 17:47,111.12,0.316,,1956,153,,0.564,0.035,
OKSR.SS.20181022,OKSR,10/22/2018 18:41,124.05,0.352,,2572,200.5,,0.732,0.046,
OKSR.SS.20181030,OKSR,10/30/2018 20:49,135.12,0.383,,2913,227,,0.43,0.027,
OKSR.SS.20190521,OKSR,5/21/2019 17:53,45.79,0.123,,779,56.8,,0.366,0.021,
OKSR.SS.20190528,OKSR,5/28/2019 18:00,39.61,0.096,,670,42.9,,0.211,0.011,
OKSR.SS.20190604,OKSR,6/4/2019 18:00,43.31,0.097,,882,51.5,,0.289,0.013,
OKSR.SS.20190611,OKSR,6/11/2019 18:15,42.15,0.092,,903,50.5,,0.246,0.011,
OKSR.SS.20190618,OKSR,6/18/2019 17:56,39.11,0.091,,766,46.5,,0.255,0.012,
OKSR.SS.20190625,OKSR,6/25/2019 21:43,46.95,0.104,,717,41.3,,0.226,0.01,
OKSR.SS.20190709,OKSR,7/9/2019 18:26,72.15,0.138,,1161,55.1,,0.286,0.01,
OKSR.SS.20190716,OKSR,7/16/2019 18:43,76.94,0.153,,1055,52.7,,0.2,0.008,
OKSR.SS.20190723,OKSR,7/23/2019 18:08,94.61,0.188,,995,49.8,,0.202,0.008,
OKSR.SS.20190730,OKSR,7/30/2019 18:42,104.27,0.225,,1002,55.4,,0.266,0.011,
OKSR.SS.20190806,OKSR,8/6/2019 19:50,99.3,0.219,,782,44.6,,0.168,0.007,
OKSR.SS.20190813,OKSR,8/13/2019 21:19,98.01,0.215,,618,34.9,,0.165,0.007,
OKSR.SS.20190820,OKSR,8/20/2019 19:55,81.78,0.206,,671,45.1,,0.168,0.009,
OKSR.SS.20190827,OKSR,8/27/2019 19:59,67.96,0.166,,658,42.5,,0.17,0.009,
OKSR.SS.20190903,OKSR,9/3/2019 17:53,83.49,0.205,,714,46.5,,0.239,0.012,
OKSR.SS.20190910,OKSR,9/10/2019 18:27,109.89,0.265,,959,61.2,,0.335,0.017,
OKSR.SS.20190917,OKSR,9/18/2019 6:55,128.97,0.354,,661,49.5,,0.221,0.013,
OKSR.SS.20190924,OKSR,9/24/2019 19:45,227.89,0.644,,980,76,,0.643,0.04,
OKSR.SS.20191001,OKSR,10/1/2019 19:50,113.85,0.319,,600,46.2,,0.169,0.01,
OKSR.SS.20191009,OKSR,10/9/2019 18:10,226.75,0.646,,1593,124.8,,0.602,0.038,
OKSR.SS.20191015,OKSR,10/15/2019 18:50,170.48,0.486,,1779,139.4,,0.212,0.013,
OKSR.SS.20191022,OKSR,10/22/2019 19:08,220.86,0.625,,2811,218.7,,0.255,0.016,
OKSR.SS.20191105,OKSR,11/5/2019 22:47,162.14,0.453,,3863,296.5,,0.35,0.021,
OKSR.SS.20200602,OKSR,6/2/2020 20:09,48.99,0.119,,829,53.3,,0.345,0.017,
OKSR.SS.20200611,OKSR,6/11/2020 20:55,51.27,0.112,,948,53.5,,0.328,0.014,
OKSR.SS.20200617,OKSR,6/17/2020 18:55,55.04,0.117,,873,47.6,,0.296,0.012,
OKSR.SS.20200624,OKSR,6/24/2020 18:21,48.09,0.117,,594,38.3,,0.194,0.01,
OKSR.SS.20200701,OKSR,7/1/2020 23:30,57.11,0.127,,862,49.9,,0.315,0.014,
OKSR.SS.20200706,OKSR,7/6/2020 20:42,48.46,0.098,,905,46.4,,0.298,0.012,
OKSR.SS.20200720,OKSR,7/20/2020 19:00,52.63,0.12,,845,50,,0.186,0.009,
OKSR.SS.20200728,OKSR,7/28/2020 23:56,63.84,0.148,,821,49.6,,0.234,0.011,
OKSR.SS.20200803,OKSR,8/3/2020 19:10,54.12,0.131,,800,51.2,,0.195,0.01,
OKSR.SS.20200810,OKSR,8/10/2020 19:10,52.09,0.115,,825,47.3,,0.21,0.009,
OKSR.SS.20200817,OKSR,8/17/2020 22:58,49.55,0.103,,973,51.6,,0.288,0.012,
OKSR.SS.20200824,OKSR,8/24/2020 18:45,55.53,0.122,,1155,65.3,,0.305,0.013,
POSE.SS.20141125,POSE,11/25/2014 14:01,9.63,0.021,,991,56.6,,0.305,0.014,
POSE.SS.20141208,POSE,12/8/2014 14:24,6.33,0.016,,619,41.4,,0.265,0.014,
POSE.SS.20150113,POSE,1/13/2015 15:00,6.37,0.017,,795,56.8,,0.348,0.02,
POSE.SS.20150128,POSE,1/28/2015 14:46,3.46,0.009,,576,40.8,,0.294,0.017,
POSE.SS.20150203,POSE,2/3/2015 15:10,2.69,0.007,,630,45.1,,0.276,0.016,
POSE.SS.20150210,POSE,2/10/2015 14:40,2.24,0.006,,534,36.7,,0.302,0.017,
POSE.SS.20150226,POSE,2/26/2015 16:00,5.45,0.014,,1182,84.6,,0.319,0.018,
POSE.SS.20150303,POSE,3/3/2015 14:22,3.41,0.009,,803,57.5,,0.274,0.016,
POSE.SS.20150312,POSE,3/12/2015 14:25,1.61,0.004,,581,38,,0.279,0.014,
POSE.SS.20150324,POSE,3/24/2015 13:16,2.37,0.006,,548,34.7,,0.251,0.013,
POSE.SS.20150407,POSE,4/7/2015 13:42,6.13,0.012,,1499,75.4,,0.445,0.017,
POSE.SS.20150414,POSE,4/14/2015 15:12,7.77,0.015,,881,42.1,,0.297,0.011,
POSE.SS.20150421,POSE,4/21/2015 13:40,6.57,0.013,,1128,56.6,,0.317,0.012,
POSE.SS.20150505,POSE,5/5/2015 14:18,11.17,0.02,,1131,51.5,,0.358,0.012,
POSE.SS.20150512,POSE,5/12/2015 14:25,16.93,0.029,,1609,66.9,,0.39,0.012,
POSE.SS.20150519,POSE,5/19/2015 14:45,19.94,0.034,,2038,85.2,,0.425,0.013,
POSE.SS.20150602,POSE,6/2/2015 14:05,38.38,0.068,,1433,62.5,,0.355,0.012,
POSE.SS.20150616,POSE,6/16/2015 14:25,24.16,0.039,,1630,63.5,,0.353,0.01,
POSE.SS.20150714,POSE,7/14/2015 14:38,36.44,0.06,,1266,50.6,,0.341,0.01,
POSE.SS.20150811,POSE,8/11/2015 13:00,41.18,0.067,,1228,48.5,,0.345,0.01,
POSE.SS.20150825,POSE,8/25/2015 12:54,49.59,0.084,,1273,53.2,,0.291,0.009,
POSE.SS.20150915,POSE,9/15/2015 13:25,56.73,0.106,,1118,52.3,,0.321,0.011,
POSE.SS.20151006,POSE,10/6/2015 17:10,14.55,0.029,,673,33.8,,0.269,0.01,
POSE.SS.20151020,POSE,10/20/2015 12:45,10.93,0.024,,822,46.9,,0.264,0.012,
POSE.SS.20151103,POSE,11/3/2015 13:13,9.15,0.019,,998,53.6,,0.283,0.012,
POSE.SS.20151112,POSE,11/12/2015 13:54,6.3,0.013,,799,42.7,,0.247,0.01,
POSE.SS.20160524,POSE,5/24/2016 13:20,10.45,0.02,,1791,87.8,,0.624,0.023,
POSE.SS.20160614,POSE,6/14/2016 12:47,15.28,0.027,,1720,76.4,,0.72,0.024,
POSE.SS.20160712,POSE,7/12/2016 13:38,24.69,0.041,,2180,87.3,,0.001,0,BDL
POSE.SS.20160809,POSE,8/9/2016 13:34,39.24,0.065,,2054,83.4,,0.771,0.023,
POSE.SS.20160823,POSE,8/23/2016 12:56,41.73,0.071,,1953,81.6,,1.019,0.032,
POSE.SS.20160913,POSE,9/13/2016 13:12,37.99,0.063,,2068,84.5,,2.077,0.063,
POSE.SS.20161004,POSE,10/4/2016 13:11,22.71,0.042,,1486,68.3,,1.497,0.052,
POSE.SS.20161018,POSE,10/18/2016 13:13,17.93,0.033,,1630,74.9,,1.147,0.04,
POSE.SS.20161108,POSE,11/8/2016 14:14,16.74,0.036,,1355,77.5,,1.032,0.046,
POSE.SS.20161129,POSE,11/29/2016 14:15,9.38,0.021,,1306,76.8,,1.28,0.058,
POSE.SS.20161206,POSE,12/6/2016 14:43,13.13,0.03,,792,48.4,,0.939,0.045,
POSE.SS.20161213,POSE,12/13/2016 13:54,9,0.022,,902,59.6,,1.212,0.063,
POSE.SS.20170110,POSE,1/10/2017 13:54,14,0.036,,1292,90.3,,0.521,0.029,
POSE.SS.20170124,POSE,1/24/2017 14:29,4.15,0.01,,636,39.8,,0.376,0.018,
POSE.SS.20170131,POSE,1/31/2017 13:45,2.89,0.008,,448,31.8,,0.491,0.028,
POSE.SS.20170214,POSE,2/14/2017 13:31,4.45,0.011,,681,45.8,,0.579,0.031,
POSE.SS.20170228,POSE,2/28/2017 16:37,3.73,0.008,,801,44.4,,0.601,0.026,
POSE.SS.20170306,POSE,3/6/2017 13:33,2.56,0.006,,517,34.9,,0.425,0.023,
POSE.SS.20170313,POSE,3/13/2017 17:11,3.93,0.009,,596,38.5,,0.495,0.025,
POSE.SS.20170320,POSE,3/20/2017 15:11,3.95,0.009,,569,34.9,,0.6,0.029,
POSE.SS.20170328,POSE,3/28/2017 13:15,5.88,0.012,,1003,51.8,,0.585,0.023,
POSE.SS.20170418,POSE,4/18/2017 15:06,10.42,0.02,,906,43.2,,0.464,0.017,
POSE.SS.20170425,POSE,4/25/2017 12:52,15.1,0.03,,977,50.1,,0.695,0.027,
POSE.SS.20170502,POSE,5/2/2017 14:09,14.51,0.026,,1199,54,,0.927,0.031,
POSE.SS.20170509,POSE,5/9/2017 13:22,7.99,0.017,,933,50.2,,0.322,0.013,
POSE.SS.20170523,POSE,5/23/2017 12:45,13.11,0.025,,1164,55.5,,0.781,0.028,
POSE.SS.20170613,POSE,6/13/2017 12:30,20.37,0.034,,1667,68.7,,1.041,0.032,
POSE.SS.20170620,POSE,6/20/2017 12:43,31.06,0.052,,1832,74.7,,1.302,0.039,
POSE.SS.20170724,POSE,7/24/2017 13:03,45.63,0.073,,2547,98.2,,1.065,0.03,
POSE.SS.20170808,POSE,8/8/2017 12:37,31.52,0.053,,2019,82.3,,1.493,0.045,
POSE.SS.20170821,POSE,8/21/2017 13:38,36.43,0.058,,2641,101.4,,1.374,0.039,
POSE.SS.20170919,POSE,9/19/2017 14:37,24.98,0.042,,2345,96.8,,0.628,0.019,
POSE.SS.20171003,POSE,10/3/2017 12:41,31.18,0.059,,1774,84.2,,1.031,0.037,
POSE.SS.20171010,POSE,10/10/2017 13:00,48.62,0.08,,3087,124.7,,1.291,0.039,
POSE.SS.20171120,POSE,11/20/2017 13:47,12.89,0.03,,1072,66.8,,0.559,0.027,
POSE.SS.20171128,POSE,11/28/2017 15:22,9.42,0.022,,1159,72.2,,0.455,0.022,
POSE.SS.20171206,POSE,12/6/2017 16:01,0.49,0.001,,933,54.4,,0.61,0.028,
POSE.SS.20171212,POSE,12/12/2017 15:59,5.54,0.014,,881,58.4,,0.429,0.022,
POSE.SS.20180109,POSE,1/9/2018 14:45,29.07,0.075,,1621,114.5,,0.669,0.038,
POSE.SS.20180123,POSE,1/23/2018 13:55,5.1,0.012,,839,52.5,,0.575,0.028,
POSE.SS.20180206,POSE,2/6/2018 13:49,1.33,0.003,,624,44.5,,0.33,0.019,
POSE.SS.20180213,POSE,2/13/2018 13:55,1.02,0.003,,615,41.8,,0.47,0.025,
POSE.SS.20180227,POSE,2/27/2018 14:04,2.98,0.007,,660,41.5,,0.446,0.022,
POSE.SS.20180306,POSE,3/6/2018 13:57,3.24,0.008,,699,47.5,,0.306,0.017,
POSE.SS.20180313,POSE,3/13/2018 12:55,1.32,0.003,,714,50,,0.275,0.015,
POSE.SS.20180319,POSE,3/19/2018 12:57,2.41,0.006,,882,59.7,,0.33,0.018,
POSE.SS.20180327,POSE,3/27/2018 13:00,1.77,0.004,,493,32,,0.316,0.016,
POSE.SS.20180417,POSE,4/17/2018 12:36,8.89,0.02,,684,39.8,,0.358,0.016,
POSE.SS.20180424,POSE,4/24/2018 12:59,2.12,0.004,,1088,52.2,,1.06,0.039,
POSE.SS.20180501,POSE,5/1/2018 13:00,6.79,0.014,,1492,80.6,,1.086,0.045,
POSE.SS.20180508,POSE,5/8/2018 12:48,3.61,0.007,,1673,80.3,,0.329,0.012,
POSE.SS.20180522,POSE,5/22/2018 12:52,11.14,0.02,,1499,66.7,,0.771,0.026,
POSE.SS.20180605,POSE,6/5/2018 14:09,11.46,0.021,,1483,68,,0.451,0.016,
POSE.SS.20180612,POSE,6/12/2018 12:45,16.04,0.029,,1541,69.6,,0.459,0.016,
POSE.SS.20180724,POSE,7/24/2018 12:55,55.45,0.091,,2416,96.2,,0.698,0.021,
POSE.SS.20180807,POSE,8/7/2018 13:02,21.85,0.037,,2420,100.4,,2.65,0.082,
POSE.SS.20180820,POSE,8/20/2018 12:58,25.92,0.043,,1773,72.3,,0.28,0.009,
POSE.SS.20180918,POSE,9/18/2018 13:04,34.31,0.057,,3045,123.8,,1.087,0.033,
POSE.SS.20181002,POSE,10/2/2018 13:24,31.04,0.054,,2139,92.5,,0.774,0.025,
POSE.SS.20181009,POSE,10/9/2018 12:52,53.3,0.088,,2522,102.4,,1.382,0.042,
POSE.SS.20181106,POSE,11/6/2018 14:20,15.4,0.03,,1616,81.6,,0.445,0.017,
POSE.SS.20181127,POSE,11/27/2018 14:23,8.37,0.019,,822,49.7,,0.343,0.016,
POSE.SS.20181204,POSE,12/4/2018 14:25,7.8,0.018,,971,57.7,,0.421,0.02,
POSE.SS.20181211,POSE,12/11/2018 13:55,13.3,0.034,,622,43.4,,0.332,0.018,
POSE.SS.20190108,POSE,1/8/2019 13:55,6.93,0.016,,788,48.5,,0.319,0.015,
POSE.SS.20190122,POSE,1/22/2019 14:11,8.72,0.022,,784,55.1,,0.245,0.014,
POSE.SS.20190212,POSE,2/12/2019 14:40,5.03,0.012,,524,34.2,,0.28,0.014,
POSE.SS.20190219,POSE,2/19/2019 13:51,5.5,0.013,,434,28.9,,0.183,0.01,
POSE.SS.20190226,POSE,2/26/2019 15:04,3.2,0.008,,558,35.4,,0.308,0.015,
POSE.SS.20190304,POSE,3/4/2019 14:00,1.79,0.004,,458,29.7,,0.274,0.014,
POSE.SS.20190312,POSE,3/12/2019 13:21,3.44,0.008,,439,28.3,,0.001,0,BDL
POSE.SS.20190325,POSE,3/25/2019 13:32,5.34,0.012,,721,41.4,,0.294,0.013,
POSE.SS.20190402,POSE,4/2/2019 12:48,9,0.021,,680,42,,0.319,0.015,
POSE.SS.20190423,POSE,4/23/2019 12:51,15.69,0.031,,993,49.5,,0.293,0.011,
POSE.SS.20190430,POSE,4/30/2019 12:42,20.72,0.04,,1719,85.1,,0.484,0.018,
POSE.SS.20190507,POSE,5/7/2019 13:02,32.18,0.06,,1619,76.3,,0.537,0.019,
POSE.SS.20190514,POSE,5/14/2019 13:08,27.71,0.054,,1208,60.4,,0.39,0.015,
POSE.SS.20190521,POSE,5/21/2019 13:00,30.2,0.055,,1503,68.9,,0.63,0.022,
POSE.SS.20190611,POSE,6/11/2019 12:54,32.85,0.059,,1529,67.9,,0.795,0.027,
POSE.SS.20190618,POSE,6/18/2019 12:59,30.67,0.052,,2752,113.9,,1.223,0.038,
POSE.SS.20190730,POSE,7/30/2019 13:22,26.99,0.044,,2662,104.2,,1.375,0.04,
POSE.SS.20190806,POSE,8/6/2019 13:15,32.06,0.052,,2125,84,,1.044,0.031,
POSE.SS.20190820,POSE,8/20/2019 12:57,33.06,0.052,,2594,98.8,,0.971,0.027,
POSE.SS.20190924,POSE,9/24/2019 13:02,28.37,0.048,,2771,115.4,,0.808,0.025,
POSE.SS.20191008,POSE,10/9/2019 0:53,33.55,0.061,,2021,91.4,,1.034,0.035,
POSE.SS.20191015,POSE,10/15/2019 12:30,17.77,0.036,,1881,96.4,,0.636,0.025,
POSE.SS.20191105,POSE,11/5/2019 13:43,15.91,0.035,,1254,73.4,,0.508,0.023,
POSE.SS.20191119,POSE,11/19/2019 14:00,5.99,0.014,,677,42.9,,0.186,0.009,
POSE.SS.20191203,POSE,12/3/2019 13:30,6.03,0.014,,623,39.5,,0.376,0.019,
POSE.SS.20191210,POSE,12/10/2019 13:37,4.96,0.011,,682,40.4,,0.217,0.01,
POSE.SS.20200107,POSE,1/7/2020 13:19,5.33,0.014,,503,34.7,,0.225,0.012,
POSE.SS.20200128,POSE,1/28/2020 14:07,5.49,0.013,,800,51.5,,0.362,0.018,
POSE.SS.20200211,POSE,2/11/2020 13:50,2.61,0.006,,1472,86,,0.323,0.015,
POSE.SS.20200218,POSE,2/18/2020 13:20,4.36,0.01,,617,39,,0.368,0.018,
POSE.SS.20200225,POSE,2/25/2020 14:35,5.25,0.012,,578,35,,0.325,0.015,
POSE.SS.20200303,POSE,3/3/2020 13:18,6.06,0.014,,542,32.8,,0.283,0.013,
POSE.SS.20200310,POSE,3/10/2020 12:20,3.83,0.008,,714,39.7,,0.426,0.018,
POSE.SS.20200317,POSE,3/17/2020 12:28,3.53,0.008,,565,33.8,,0.229,0.011,
POSE.SS.20200623,POSE,6/23/2020 12:51,22.91,0.039,,1767,73.3,,0.943,0.029,
POSE.SS.20200630,POSE,6/30/2020 12:53,25.24,0.042,,1480,59.9,,0.426,0.013,
POSE.SS.20200714,POSE,7/14/2020 13:16,25.21,0.041,,1512,60.4,,0.439,0.013,
POSE.SS.20200728,POSE,7/28/2020 12:50,34.36,0.053,,2139,79.6,,0.509,0.014,
POSE.SS.20200811,POSE,8/11/2020 12:50,34.16,0.054,,2166,82,,1.193,0.033,
POSE.SS.20200825,POSE,8/25/2020 11:44,31.46,0.05,,2164,83.9,,0.434,0.012,
POSE.SS.20200908,POSE,9/8/2020 13:08,23.03,0.039,,2060,86.1,,0.497,0.016,
POSE.SS.20200922,POSE,9/22/2020 13:00,16.47,0.034,,752,39.9,,0.214,0.009,
PRIN.RE.20180724,PRIN,7/24/2018 17:19,6044.13,8.491,,4789,157.3,,0.113,0.003,
PRIN.RE.20180807,PRIN,8/7/2018 16:58,16080.25,22.877,,8296,276.7,,0.421,0.01,
PRIN.RE.20180904,PRIN,9/4/2018 15:45,1137.58,1.661,,3934,135.6,,3.497,0.088,
